id,establishment_name,category,system_of_medicine,address,district,certificate_number,certificate_validity,latitude,longitude,email,phone,num_beds,land_area_sqft,building_area_sqft,page_number
486,GEETHA NEURO CARE,Clinic/Polyclinic Only Consultation,Allopathy,"# 5B, Near Enoble India, K C Road, Ballari",BALLARI,BEL00123ALCOC,04 Mar 2026,15.141428,76.929385,drsidj@gmail.com,9880820888,0,Buliding Area(sq.ft):,,6
487,Shri Kedar Clinic,Clinic/Polyclinic Only Consultation,Homeopathy,"House No.123 Navi Galli, Halaga.",,BLG00047HOCOC,07 Dec 2025,15.8193,74.5624,drkedar87@gmail.com,9480330006,0,700,600,7
488,ROY CLINIC,Clinic/Polyclinic with Observation,Ayurveda,"WARD NO 9, SETRU LANE, PAN BAZAAR, CAR STREET, BALLARI",BALLARI,BEL00320AYCWO,13 Jun 2027,15.13751,76.92568,renroy08@gmail.com,9886101063,0,Buliding Area(sq.ft):,,8
489,V R CHEST AND WOMEN CARE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"NO.356, ABHILASH COMPLEX, HENNUR MAIN ROAD, OPP.GRACE GARDEN APARTMENT, BANGALORE-560043.",BANGALORE,BLU01903ALCDS,07 May 2026,13.06,77.64,vrchestandwomencare@gmail.com,8748051772,0,Buliding Area(sq.ft):,,5
490,CONFIDENTAL CARE,Dental Lab or Clinic,Allopathy,"AKSHAYANAGAR , NAYAPANA HALLI , DLF TOWN ROAD , BANGALORE -560068",BANGALORE,BLU01704ALDEN,22 Mar 2026,12.15,77.15,confidentalcare@outlook.in,9008811144,0,Buliding Area(sq.ft):,,6
491,Sun Orthopaedic Centre,Clinic/Polyclinic with Diagnostic Support,Allopathy,"#1287,3rd cross, BEL layout, 1st Block, Vidyaranyapura",,BLU00838ALCDS,15 Oct 2025,13.071795,77.555845,dharmapalgk@gmail.com,8553712924,0,4000,2348,7
492,Kamaldeep himani dental clinics,Dental Lab or Clinic,Allopathy,Kolakeeru road Kalladka,,DKA01049ALDEN,12 Jun 2027,12.9,79.6,Kalladkaprashanth@gmail.com,9611203829,0,Buliding Area(sq.ft):,,8
493,SAGAR MATERNITY HOME,Hospital (Level 1A),Allopathy,"NO.1165/7B, AIWAN-E-SHAHI ROAD, KALABURAGI-",KALABURAGI,GLB00324ALH1A,06 Sep 2026,17.31,76.83,drarathisharma@gamil.com,9342240803,10,1894,1180,5
494,M/s.DHWANI CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"# 4,5 Ground Floor, No-160/1-1, Parvathi Nagar, Laggere, Bengaluru-560058",BENGALURU,BLU02965ALCOC,02 Feb 2027,14.652,77.456,samruddipharmalaggere@gmail.com,9886764928,0,800,800,6
495,SRI KALLESHWARA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,#483/2 ANJANEYA TEMPLE ROAD MAYAKONDA AT POST,,DVG00013AYCOC,29 Aug 2025,14.288783,76.083731,hbnagara01@gmail.com,9448000880,0,Buliding Area(sq.ft):,,7
496,HUILGOL CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"Near Malang Shavali Darga, Main Market, Navalgund-582208",,DWR00548AYCOC,22 Oct 2027,15.556815,75.352215,ashuhuilgolayeesha@gmail.com,7406750559,0,Buliding Area(sq.ft):,,8
497,ALMIGHTY DIAGNOSTICS CENTRE,Medical Diagnostic Laboratory,Allopathy,"Shop No. 1007/1A, Begur New Mico Layout, 16th Cross, Hongasandra, Bangalore - 560068",BANGALORE,BLU02167ALMDL,09 Aug 2026,12.88,77.63,almightydiagnostics@gmail.com,9035099991,0,Buliding Area(sq.ft):,,5
498,ORANGE DIAGNOSTICS,Diagnostic Imaging Centre,Allopathy,COMFORT TOWER OPP KALPANA THEATRE DIANA CIRCLE,,UDP00097ALDIC,03 Mar 2026,13.34,74.74,orangediagnosticudupi@gmail.com,9448614995,0,1416,430,6
499,MATHRU CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"# 62/5, GROUND FLOOR, SHOP NO. 3 NEAR BUS STAND,GUNGRAL CHATHRA VILLAGE YELWALA HOBLI, MYSURU - 571130",MYSURU,MYS00815AYCOC,05 Apr 2028,12.35,76.54,bharath.aiish@gmail.com,9481268094,0,Buliding Area(sq.ft):,,7
500,JAYALAKSHMI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,C B ROAD HOLALKERE TALUK CHITRADURGA,CHITRADURGA,CTR00078AYCOC,15 May 2026,14.23,76.10,shankarnarayan.bv@gmail.com,9886593936,0,300,300,8
501,JANAPRIYA NURSING HOME,Hospital (Level 1A),Allopathy,"KITTANAHALLI OPP. PANCHAYATH DASANAPURA HOBLI, BANGALORE NORTH -562130",BANGALORE,BLU02195ALH1A,13 Aug 2026,12.80,77.56,janapriyahospital@gmail.com,9740911158,10,Buliding Area(sq.ft):,,5
502,Puneeth Hospital,Clinic/Polyclinic Only Consultation,Allopathy,"944/1177 Mysore road, Malavalli",MYSORE,MAN00093ALCOC,19 Feb 2026,12.3366,77.1255,Phone:,9242281643,0,Buliding Area(sq.ft):,,6
503,AYUSHI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"THRIMURTHY COMPLEX, HANBAL MUDIGERE ROAD, SAKALESHPUR TQ,",,HSN00189AYCOC,13 Jun 2027,13.005025,75.6972458,rajeevimanoj@gmail.com,8310520330,0,220,220,7
504,SANTVANA CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"SANTVANA CLINIC, SHIVANUGRAHA COMPLEX, PALIMAR, UDUPI 574112",UDUPI,UDP00144ALCWD,24 Jun 2026,11.48,79.75,dr.sr.vijayavadakkan@gmail.com,9446802914,0,Buliding Area(sq.ft):,200,8
505,PRAVEEN CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"HOSMAR POST, KARKALA TQ, UDUPI",UDUPI,UDP00280AYCWD,02 Sep 2026,13.34,74.74,abhishtajain5555@gmail.com,9740489844,0,Buliding Area(sq.ft):,,5
506,Swathi Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,"Swathi Clinic, Babbuswami Temple Road, Ambagilu, Puttur Post, Udupi.",UDUPI,UDP00338AYCWD,13 Sep 2026,13.22,74.44,Phone:,0,0,0,,6
507,DR DAKSHAYANI C RAMANAGOUDAR CLINIC,Clinic/Polyclinic Only Consultation,Homeopathy,"Opp. Govt. Veterinary Hospital, At Post : Amminabhavi, Tq.:/Dist.: Dharwad.",DHARWAD,DWR00024HOCOC,19 Sep 2025,15.5393,75.0533,drdakshayinicr@gmail.com,9845541810,0,Buliding Area(sq.ft):,,7
508,Ragavendra Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"Hampapura, H.D.Kote Taluk.",,MYS00159ALCOC,24 Oct 2026,11.99,76.40,srinivas@gmail.com,9901611441,0,Buliding Area(sq.ft):,,5
509,Chethana clinic,Clinic/Polyclinic Only Consultation,Ayurveda,Melkar panemangalore,MANGALORE,DKA01055AYCOC,12 Jun 2027,12.863120,75.050795,drjpy74@gmail.com,9844164911,0,2400,500,8
510,SERA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"2ND FLOOR, SHALIMAR COMPLEX, KANKANADY, MANGALORE",MANGALORE,DKA00484AYCWD,25 Jun 2026,12.8681257,74.858069,serariona20@gmail.com,9972575394,0,236,,6
511,Shanti Dental Clinic,Dental Lab or Clinic,Allopathy,"Dr. Pikle Road, Karwar, u.k 581301",,UKA00071ALDEN,27 Oct 2026,14.81,74.12,drnayaksameer@gmail.com,9448729523,0,250,220,7
512,SRI MANJUNATHA NETHRALYA,Clinic/Polyclinic with Observation,Allopathy,"RNS COMPLEX, 1ST FLORR, OPP. BHARATH PETROL BUNK, TC PALYA MAIN ROAD, ANANDAPURA CIRCLE",,BLU02169ALCWO,09 Aug 2026,13.019,77.703,srimanjunathanethralaya@gmail.com,9008384417,0,Buliding Area(sq.ft):,,5
513,Oris Dental Implant Center,Dental Lab or Clinic,Allopathy,"#2, Shet Ballet, Prabhat Colony, Vidyanagar, Opp Oak 2.0 Restaurent,",,DWR00458ALDEN,11 Jun 2027,15.3,75.1,drsudhindrak@gmail.com,9886212329,0,Buliding Area(sq.ft):,,8
514,PALLA S MULTI SPECIALITY HOSPITAL,Hospital (Level 1A),Allopathy,"FIRST FLOOR AMAR LAYOUT, D S G COMPLEX ,YADGIR",YADGIR,YDR00048ALH1A,16 Feb 2026,16.7626,77.1442,palla.abhishek@gmail.com,8970745555,8,Buliding Area(sq.ft):,,6
515,vijaya nethralaya,Hospital (Level 1A),Allopathy,"behind madhura bakery, M G road, Tumakuru",TUMAKURU,TMK00538ALH1A,29 Jan 2028,13.3710,76.6413,drbalakrishnabn@yahoo.co.in,8123243959,10,1600,1300,5
516,SHRI RAGHAVENDRA CLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,"GURU KRUPA, DESHPANDE NAGAR HUBBALLI",,DWR00077ALCDS,19 Oct 2025,15.3548,75.1385,drvgnadagouda@gmail.com,9845355111,0,1500,1500,7
517,PRIME HOSPITAL,Hospital (Level 1A),Allopathy,"GROUND FLOOR LEGACY APARTMENTS, BHIND FOOD ZONE, M .G ROAD, KALABURAGI-585104",KALABURAGI,GLB00354ALH1A,25 Oct 2026,17.32882,76.88504,nazim3052@gmail.com,8152050252,15,Buliding Area(sq.ft):,,8
518,M/S Shri Padma Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"Behind LIC Office, Yadagiri",,YDR00049ALCOC,16 Feb 2026,16.748047,77.135231,jrmudnal@gmail.com,9449822801,0,Buliding Area(sq.ft):,,6
519,A V C MULTISPECIALITY DENTAL CARE,Dental Lab or Clinic,Allopathy,"#728/9 , BOMMASANDRA INDUSTRIAL AREA MAIN ROAD , NEAR SBI BANK , KACHANAYAKANAHALLI ,ANEKAL TALUK , BANGALORE-560099",BANGALORE,BLU02322ALDEN,07 Sep 2026,12.36,77.89,dhisha.divya@gmail.com,9448071026,0,Buliding Area(sq.ft):,,5
520,Kumudini Hospital & Maternity Home,Hospital (Level 1B),Allopathy,Azad Road Sankeshwar,,BLG00032ALH1B,10 Nov 2025,16.26,74.4836,panchal.shakti@gmail.com,9741027544,25,Buliding Area(sq.ft):,1952,7
521,BHAVANI DIAGNOSTIC CENTER,Medical Diagnostic Laboratory,Allopathy,"Shop No.53-56, Lower Floor, Eureka Junction, T B Road, Deshpande Nagar, Hubballi-580029.",,DWR00225ALMDL,17 Mar 2026,15.353872,75.138373,dr.arati.k79@gmail.com,7338082645,0,Buliding Area(sq.ft):,,8
522,AL NOOR HOSPITAL,Hospital (Level 1A),Allopathy,"AT. CHINCHANSUR, TQ. ALAND, DIST. KALABURAGI-585302",KALABURAGI,GLB00181ALH1A,21 Mar 2026,17.51458,76.78558,bashatola@gmail.com,7899921786,6,1200,1000,6
523,SWASTIK ENT CARE AND HEARING AID CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"DOOR No.10-4-100K,FIRST FLOOR,BALIGA TOWERS,OPP.HOTEL KEDIYUR,UDUPI",UDUPI,UDP00437ALCOC,25 Nov 2026,13.3409,74.7421,Phone:,9448182191,0,2800,210,5
524,NAYAK CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,"Nayak Clinic, Rohini Panduranga Arcade, 106 D No.10-5-2A9 Service Bus Stand, Udupi",UDUPI,UDP00091ALCWD,08 Feb 2026,13.3423,74.7473,raghuramnayak@gmail.com,9448152191,0,607,545,8
525,SHREE BHAGYAVANTI CLINIC,Clinic/Polyclinic Only Consultation,Homeopathy,"SHAHABAD CROSS, RING ROAD,PRASHANT NAGAR (B), KALABURGI",,GLB01860HOCOC,06 Oct 2030,17.3143836,76.8517834,Phone:,7204325035,0,Buliding Area(sq.ft):,,7
526,ST.ANNES HEALTH CENTRE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"ST.ANNES HEALTH CENTRE,SANGAM ROAD,DODDALAHALLI,KANAKAPURA TALUK",,RMG00027ALCDS,15 Apr 2026,12.5434,77.45147,sofijh@gmail.com,8217464453,0,10890,2770,6
527,MRUTHYUNJAYA NURSING HOME,Hospital (Level 2),Allopathy,"JAYANAGAR, SHIGGAON",,HVR00243ALHL2,29 Oct 2026,14.99,75.22,rantirlapur@gmail.com,7795489608,50,Buliding Area(sq.ft):,,5
528,Wipro Limited,Clinic/Polyclinic Only Consultation,Allopathy,"#146/147, Metagalli Industrial Area, Metagalli, Mysuru, Karnataka",MYSURU,MYS00250ALCOC,28 Dec 2026,12.3628,76.6357,rajan.kadambi@wipro.com,9845763939,0,Buliding Area(sq.ft):,,8
529,Dr.Naiks dental care,Dental Lab or Clinic,Allopathy,"Door no.1132/3,chidananda inlay, nave tailors building,vidyanagar main road, b/w 1st and 2nd bus stop, Davangere-577004",,DVG00017ALDEN,29 Aug 2025,14.46,75.92,drsaru1976@gmail.com,9448439399,0,168,168,7
530,HEALTHY SMILES DENTAL HOME,Dental Lab or Clinic,Allopathy,"Mahanandi Kottam,1st Cross, Talur Road, Parvathi Nagar",,BEL00172ALDEN,16 Apr 2026,15.15555,76.92860,mitesh.kathariya05@gmail.com,9860840090,0,Buliding Area(sq.ft):,,6
531,SRI BALAJI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"USHA COMPLEX, JAKKUR MAIN ROAD, AMRUTHAHALLI, BANGALORE-560092.",BANGALORE,BLU01522AYCOC,16 Feb 2026,13.0631,77.6207,svpveeresh@gmail.com,9448848475,0,Buliding Area(sq.ft):,,8
532,UNIGENE DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"#520, 9th CROSS, FIRST FLOOR, NORTH EAST OF N.R. MOHALLA, SHIVAJI ROAD, MYSORE-570007",MYSORE,MYS00378ALMDL,23 Mar 2027,12.3276,76.6642,drunigenelabs@gmail.com,9886415776,0,1400,1000,5
533,SASALU HEALTH CARE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"DOOR NO 355/1, 8TH MAIN, 9TH CROSS, BEHIND MOTHI VEERAPPA COLLEGE, P.J. EXTENSION, DAVANGERE",,DVG00174ALCDS,07 Feb 2026,14.458908,75.914313,nskarthik333@gmail.com,9663811755,0,4000,1882,7
534,SUVIDHA HOSPITAL,Hospital (Level 1A),Allopathy,"Plot No.333, 1st Cross, Veerendra Patil GDA Layout, Sedam Road, Kalaburagi",KALABURAGI,GLB00162ALH1A,09 Mar 2026,17.3172,76.8435,sudharkerure@gmail.com,9844245810,7,Buliding Area(sq.ft):,,6
535,NagamangalaDiagnostic Centre,Clinic/Polyclinic with Diagnostic Support,Allopathy,A.H Complex opposite SLV Nursing Home B M Road Nagamangala,,MAN00031ALCDS,19 Jan 2026,12.819300,76.757200,Suhaibtahir20@gmail.com,9945863008,0,Buliding Area(sq.ft):,,8
536,CHANDRAKALA HOSPITAL AND INSTITUTE OF MEDICAL RESEARCH,Hospital (Level 1B),Allopathy,"KALIDASA ROAD, JAYALAKSHMIPURAM, MYSURU - 570012",MYSURU,MYS00341ALH1B,06 Feb 2027,12.32,76.62,ck_hospital@yahoo.in,9448603252,50,Buliding Area(sq.ft):,,5
537,CITY SPECIALITY DENTAL CLINIC,Dental Lab or Clinic,Allopathy,"NJS COMPLEX, BESIDE SYNDICATE BANK, BANGALORE ROAD",BANGALORE,BEL00066ALDEN,20 Dec 2025,15.137527,76.924761,nisar06789@gmail.com,9448006789,0,240,204,7
538,LIFE CARE LABORATORY,Medical Diagnostic Laboratory,Allopathy,NEAR KHB COLONY INDIRA NAGAR VIJAYAPUR,,BIJ00195ALMDL,02 Apr 2026,16.819254,75.732209,sambhadakal05@gmail.com,9535236023,0,100,100,6
539,VIJAYA CLINIC,Clinic/Polyclinic Only Consultation,Homeopathy,"NUTAN PALACE, S.V.ROAD, CHIDAMBAR NAGAR, BELAGAVI-590006",BELAGAVI,BLG00830HOCOC,04 Aug 2027,15.8260,74.5013,rohinidixit67@gmail.com,9845259514,0,350,300,8
540,SWASTHYA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"27A,SHALOM COMPLEX,KOLLUR ROAD,NEAR JADKAL BRIDGE,HOSUR POST,KUNDAPURA",,UDP00269AYCOC,02 Sep 2026,13.793519,74.803781,niveditha.kundapur@gmail.com,8105019630,0,Buliding Area(sq.ft):,,5
541,CAMPBELL HEALTH CARE,Hospital (Level 1A),Allopathy,"NO.11/A, 9TH MAIN, 13TH CROSS, 6TH SECTOR, HSR LAYOUT, BENGALURU-560102.",BENGALURU,BLU00367ALH1A,20 Jul 2025,12.9139,77.6375,campbellhospitals@gmail.com,9448109144,25,Buliding Area(sq.ft):,,7
542,Smile Care Clinic,Dental Lab or Clinic,Allopathy,"No.274, 2nd Cross, Cambridge Layout, Ulsoor, Bengaluru-560008",BENGALURU,BLU01660ALDEN,12 Mar 2026,12.98,77.62,drmalathi11@gmail.com,9880682113,0,Buliding Area(sq.ft):,,6
543,Shri Lakshmidhanvanthari Chikithsalaya,Clinic/Polyclinic with Dispensary,Ayurveda,"Shri Lakshmidhanvanthari Chikithsalaya Kadri Road, Siddapura",,UDP00082AYCWD,08 Feb 2026,13.389780,74.801250,dranjithshetty@gmail.com,9964706718,0,3000,2000,8
544,SUGAR FIT A UNIT OF HEALTHFACE PVT LTD,Clinic/Polyclinic Only Consultation,Allopathy,"No. 18/4, 1st Main Sampangiramanagar,Bangalore -560027",BANGALORE,BLU02192ALCOC,12 Aug 2026,12.3449319,76.0665997,legal@healthface.in,9743423314,0,Buliding Area(sq.ft):,,5
545,NOOREIN CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"NOOREIN CLINIC DOOR NO 586/88 2ND MAIN 2ND CROSS RAZA-UL-MUSTAFA NAGARA, DAVANAGERE",DAVANAGERE,DVG00195AYCOC,28 Jun 2026,14.486054,75.924404,dr.mohdalam670@gmail.com,8553824014,0,Buliding Area(sq.ft):,,7
546,Bharath clinic,Clinic/Polyclinic with Dispensary,Ayurveda,"Near Corportation Bank.B.M Road, Shravanabelagola Channarayapatana",,HSN00192AYCWD,13 Jun 2027,12.8519,76.4807,Phone:,9481600286,0,300,250,6
547,CHINCHOLI HOSPITAL,Hospital (Level 1A),Allopathy,EXTENSION AREA BAGALKOT,,BGK00096ALH1A,24 Mar 2026,16.1035,75.4113,prashant.cs2000@gmail.com,9538074606,6,5200,4500,8
548,Nayana Health Clinic,Clinic/Polyclinic with Dispensary,Allopathy,"Opp. Savi Bekari, 100Ft. Road, Vinobanagara, Shimoga",,SMG00194ALCWD,04 Apr 2027,13.950046,75.561081,Phone:,0,0,Buliding Area(sq.ft):,,5
549,Kumar Clinic DVG,Clinic/Polyclinic Only Consultation,Allopathy,"3192, Bapuji School Road, MCC B Block, DAVANGERE",,DVG01090ALCOC,12 Aug 2030,14.4644,75.9218,Phone:,9449055011,0,2640,1500,7
550,Siddhivinayak Hospital,Clinic/Polyclinic with Diagnostic Support,Allopathy,Devi nagar B B Road Shahapur,,YDR00046ALCDS,16 Feb 2026,16.705030,76.838624,drsdp2010@gmail.com,9008945511,0,Buliding Area(sq.ft):,,6
551,NARA VIJNANA,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Shop 1 & 2, Giriraj Annexe, Near Court Circle, T B Road, Hubballi-580029.",,DWR00308ALCDS,03 Jul 2026,15.352909,75.138991,drvjy175@outlook.com,9964456622,0,Buliding Area(sq.ft):,,8
552,Manjunath Dental Clinic,Dental Lab or Clinic,Allopathy,"Near hotel preeti, Hosur oni Kalghatagi",,DWR01433ALDEN,16 Oct 2030,15.1797,74.9695,Phone:,9606155397,0,216,216,7
553,Shri Mata Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,At. Pst. Kabanur,,HVR00340AYCOC,07 Jun 2027,15.05,75.23,pprabhugouda07@gmail.com,9980420738,0,Buliding Area(sq.ft):,,5
554,MAZUMDAR SHAW MEDICAL CENTRE A UNIT OF NARAYANA HRUDAYALAYA LTD,Specialty / Super-Specialty Specific Hospital,Allopathy,"SURVEY NO. 29P, 2/4, 2/5, 2/6, 2/7, 2/8, 23/2, 23/3, 3D. NO.258/A, BOMMASANDRA INDUSTRIAL AREA, HOSUR ROAD, ANEKAL TALUK, BANGALORE-560099.",BANGALORE,BLU01582ALSSH,02 Mar 2026,12.8167,77.6974,ambika.shetty.dr@narayanahealth.org,9945276974,784,Buliding Area(sq.ft):,,6
555,TAIBA CLINIC,Clinic/Polyclinic Only Consultation,Homeopathy,"Goudar Oni, Bhairidevarkoppa, Hubballi-580025.",,DWR00226HOCOC,17 Mar 2026,15.387294,75.106714,rukhayya.mulla@gmail.com,9538243242,0,Buliding Area(sq.ft):,,8
556,Lakshmi Nursing Home,Hospital (Level 1A),Allopathy,New bridge road,,SMG00120ALH1A,23 Dec 2026,13.84845,75.69819,rksrivathsa@hotmail.com,9448667653,14,3000,,5
557,RANGANATHA CLINIC,Clinic/Polyclinic Only Consultation,Integrated System,"K.S.GADDIGE, HUNSUR TQ, MYSORE",MYSORE,MYS00821ISCOC,05 Apr 2028,12.23,76.69,drgopinathag1051960@gmail.com,9900481250,0,Buliding Area(sq.ft):,,7
558,SHIVA SKIN CARE CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"SHOP NO 5, NMG COMPLEX, KOLACHALAM COMPOUND, OPP OLD BUSSTAND, BALLARI",BALLARI,BEL00129ALCOC,04 Mar 2026,15.14559,76.92891,karjigi267450@yahoo.co.in,9449623066,0,Buliding Area(sq.ft):,,8
559,HASANs Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"#2,3rd Main,Hebbal Mill Road,Ganganagar",,BLU04748ALCOC,23 May 2028,13.0190,77.5877,ahmyquraishi@gmail.com,8197245788,0,150,150,5
560,DHRUTHI CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"POOVAPPA COMPLEX, PONNAMPET-571216",,KDG00004ALCOC,09 Dec 2025,12.08,75.56,sureshdoddi123@gmail.com,9448754804,0,200,200,7
561,CHANDRU DIAGNOSTIC CENTRE,Medical Diagnostic Laboratory,Allopathy,"OPP JILLAPANCHAYATH, NEAR SBI, B.M.ROAD, RAMANAGARA",RAMANAGARA,RMG00005ALMDL,14 Apr 2026,12.71,77.28,chandrudiagnostic@gmail.com,9343863373,0,1056,1056,8
562,Nayana Hospital,Hospital (Level 1A),Allopathy,"Nayana Hospital, Tarikere Road, Bhadravathi",,SMG00121ALH1A,23 Dec 2026,13.839413,75.693715,kumarswamypr@gmail.com,9448884774,30,Buliding Area(sq.ft):,,5
563,Humanity Life Trust,Hospital (Level 1A),Allopathy,"160/3,Patel Mallappa layout,Manganahalli cross,Sir M V Layout,5th Block,Ullal",,BLU00230ALH1A,21 May 2025,12.95191,77.47931,mothersmylefoundation@gmail.com,9844257889,50,Buliding Area(sq.ft):,,7
564,DAMANI POLYCLINIC,Clinic/Polyclinic with Observation,Ayurveda,"OLD BUS STAND ROAD ,SHIGGAON",,HVR00428AYCWO,19 Sep 2027,14.99,75.22,dr.damaniyavar@gmail.com,9480750058,0,1081,1081,8
565,SHRI DANESHWARI HEALTH CARE,Clinic/Polyclinic with Diagnostic Support,Ayurveda,SHRI DANESHWARI HEALTH CARE # 3 VINAYAKA BUILDING OPP. VIJAYA BANK BEHIND VIDYA GANAPATHI TEMPLE JIGANI ANEKAL TALUK 560105,,BLU02087AYCDS,11 Jul 2026,12.7861722,77.64078140,pradeep.sedam18@gmail.com,9591201918,0,15,,7
566,Mudduveerappa Memorial Hospital,Hospital (Level 1B),Allopathy,"Ramalingashashtri Road, Southern Extension,",,CNR00115ALH1B,01 Dec 2029,12.154191,77.109485,dr_lokesh_s@yahoo.co.in,9449832194,10,Buliding Area(sq.ft):,,8
567,LIFE LINE POLYCLINIC,Clinic/Polyclinic with Observation,Allopathy,"ANNASANDRA PALYA MAIN ROAD, HAL POST BANGALORE-560017",BANGALORE,BLU03754ALCWO,18 Sep 2027,12.95,77.66,lifelinepolyclinic4@gmail.com,9740911158,0,Buliding Area(sq.ft):,,5
568,Padma clinic,Clinic/Polyclinic Only Consultation,Allopathy,"Brindavan Sector-63A, 170/S Navanagar Bagalkot",,BGK00009ALCOC,05 Aug 2025,16.18,75.69,drgangadharsm@gmail.com,8792523493,0,Buliding Area(sq.ft):,,7
569,JAYADEVI CHILDRENS CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,KANATH COMPLEX SIRSI HUBLI ROAD,HUBLI,UKA00079ALCWD,16 Dec 2026,14.97,75.040,pidor23@gmail.com,9632246404,0,Buliding Area(sq.ft):,,6
570,Sre Sai Sanidhya Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"SR Road, Opposite to Shimoga Gas Agencies, Shimoga 577201",,SMG00142AYCOC,14 Feb 2027,13.9433697,75.56760902,kksowmya26@gmail.com,9740753758,0,175,175,5
571,BANGALORE BAPTIST HOSPITAL,Hospital (Level 3)(Non-Teaching with Super Specialty Services),Allopathy,"Bangalore Baptist Hospital Bellary Road, Hebbal",BANGALORE,BLU01847ALHL3,25 Apr 2026,13.0185745,77.6457684,ceo.bbh@gmail.com,9448496617,340,Buliding Area(sq.ft):,,6
572,KANASU SOCIAL SERVICE SOCIETY,Hospital (Level 1A),Allopathy,"8, 13th Cross, MTS Layout, Kengeri Satellite Town, Bangalore.",BANGALORE,BLU01048ALH1A,08 Nov 2025,12.926605,77.486202,aswathdasa1982@gmail.com,9663227805,50,Buliding Area(sq.ft):,,7
573,Bamane Clinic,Clinic/Polyclinic Only Consultation,Homeopathy,Narayan Galli Kangrali Kh Belagavi,BELAGAVI,BLG00468HOCOC,01 Nov 2026,15.8958603,74.5006970,dasharathbamane@yahoo.com,9449041347,0,Buliding Area(sq.ft):,,5
574,SRI LAXMI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"M B AYYANAHALLI, KUDLIGI TALUK, BALLARI DISTRICT",BALLARI,BEL00212AYCOC,08 Aug 2026,14.72592,76.45437,dixit24x7@gmail.com,9448940012,0,Buliding Area(sq.ft):,,8
575,AMMA SCAN AND DIAGNOSTIC CENTER,Clinic/Polyclinic with Diagnostic Support,Allopathy,"AMMA SCAN AND DIAGNOSTIC CENTER, NO.7, HEGGANAHALLI MAIN ROAD, PEENYA 2ND STAGE, BANGALORE-560091",BANGALORE,BLU11716ALCDS,24 Jul 2030,13.02,77.51,Phone:,9731428291,0,Buliding Area(sq.ft):,,7
576,AHPL Apoorva Multi Superspeciality Hospital,Hospital (Level 2),Allopathy,"Apoorva Multi Superspeciality Hospital DR.SPM ROAD CTS NO 4635/1/2 NEAR PRAKASH THEATER,SHASTRI NAGAR BELAGAVI",BELAGAVI,BLG00378ALHL2,24 Aug 2026,15.849481,74.515947,apoorvahealthcarebelgaum@gmail.com,9591622828,28,4500,10000,5
577,S V DIAGNOSTICS,Medical Diagnostic Laboratory,Allopathy,"NEAR TKP LODGE, BEHIND BATA SHOWROOM, 1ST RIGHT, SANJEEVINI AYURVEDA CLINIC BUILDING, GANDHINAGARA, SIRA TOWN, SIRA TALUK, TUMKUR DISTRICT-572137.",,TMK00186ALMDL,29 Jul 2026,13.736800,76.908096,svdiagnosticsira@gmail.com,8722357503,0,187,187,8
578,DR. GACHINMANI HOSPITAL,Hospital (Level 1A),Allopathy,"Opposite Big Bazar, Darga Road, Jagat, Kalaburagi",KALABURAGI,GLB00048ALH1A,30 Nov 2025,12.96,77.61,shivalingappakanthi@gmail.com,9448213159,15,Buliding Area(sq.ft):,,7
579,SRI RANGA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"KUNIGAL ROAD,ROYAN NAGAR,NELAMANGALA TALUK",,BLR00091ALCOC,20 Oct 2026,13.0949193,77.3850166,Phone:,9448827037,0,221,221,6
