data_type,district_id,district_name,district_iso_code,state,state_iso_code,facility_type,facility_name,latitude,longitude,phone,address,specialization,degree,council,system_of_medicine,description
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Government Hospital Sudi,15.7303498,75.8635291,8381284483,582211,,,,,"OSM ID: 7205448409, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,"Government Hospital, Bagewadi",15.118504,75.761069,,582118,,,,,"OSM ID: 7205430839, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,"Government Hospital, Dambal",15.296009,75.777204,8371266209,582113,,,,,"OSM ID: 7205430763, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,"Government Hospital, Gadag",,,,582101,,,,,"OSM ID: 133952361, Type: way"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,"Government Hospital, Hammigi",15.0451974,75.8302083,8371264666,582118,,,,,"OSM ID: 7205430781, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Harsh Clinic,15.4326234,75.6331876,,582101,,,,,"OSM ID: 7565711969, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Hiregoudar Dental Clinic,15.4315773,75.6464587,,,,,,,"OSM ID: 1474002803, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Hirehal PHC,15.789099,75.763115,8381291555,582209,,,,,"OSM ID: 7205448341, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Holealur PHC,15.824167,75.648115,8381266038,582203,,,,,"OSM ID: 7205448345, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Homeopathy Hospital,15.4315592,75.6337938,,582101,,,,,"OSM ID: 7565711868, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Hosmath Hospital,15.4314887,75.6403515,,582101,,,,,"OSM ID: 6944236563, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Hulkoti PHC,15.418971,75.541628,8372289444,582101,,,,,"OSM ID: 7205430838, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Huyilagoli City Hospital,15.423159,75.627385,,582101,,,,,"OSM ID: 7565711952, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,J C Shirol Nursing Home,,,,,,,,,"OSM ID: 133266616, Type: way"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Jagapur PHC,15.6863853,75.3347435,,587220,,,,,"OSM ID: 7205448348, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Janata Clinic,15.428408,75.626233,,582101,,,,,"OSM ID: 7565711905, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Kadadi Government Hospital,15.585813,75.630419,,582101,,,,,"OSM ID: 7205448466, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,"Kasturba Hospital, Gadag",15.4206667,75.6225644,,582103,,,,,"OSM ID: 6944464757, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Kh Patil Hospital Research Centre,,,,582101,,,,,"OSM ID: 133182949, Type: way"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Kuradagi Hospital,15.428335,75.6409627,,582101,,,,,"OSM ID: 7565711873, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Kurtakoti PHC,15.36589,75.525118,8372287007,582101,,,,,"OSM ID: 7205430832, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,DENTIST,Kustagi Dental Clinic,15.431877,75.645492,,582101,,,,,"OSM ID: 7565711871, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,LYDM Sparsh Multispeciality Hospital,15.4047648,75.6088205,,582103,,,,,"OSM ID: 7565711899, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Lakhani Hospital,15.4325215,75.6375704,,,,,,,"OSM ID: 1473218502, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Lakkundi PHC,,,8372283100,582101,,,,,"OSM ID: 771830453, Type: way"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Lakshmeswar CHC,15.1235125,75.4719949,8487270110,582116,,,,,"OSM ID: 7205430793, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,M B Nimbannavar Children Hospital,15.4314959,75.6386118,,582101,,,,,"OSM ID: 7565711864, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,MGM Multi Speciality Hospital,15.421817,75.6351,,582101,,,,,"OSM ID: 7565711968, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Madav clinic,15.4440602,75.6462217,,582102,,,,,"OSM ID: 7565711926, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Malipatil Nursing Home,15.433021,75.646429,,582102,,,,,"OSM ID: 7565711902, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Maruthi Netralaya,15.4305127,75.6445691,,582101,,,,,"OSM ID: 6944561880, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Menon Clinic,15.435883,75.629894,,582101,,,,,"OSM ID: 7565711932, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,DENTIST,Merwade Dental Clinic,15.4148894,75.6208733,,582103,,,,,"OSM ID: 7565711927, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Mulagund Government Hospital,15.2829522,75.5254909,8372280123,582101,,,,,"OSM ID: 7205430734, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Mundargi Hospital,15.201367,75.884182,8371262210,582118,,,,,"OSM ID: 7205430844, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Naregal Government Hospital,15.573794,75.813523,8381268045,582119,,,,,"OSM ID: 7205448406, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Nargund Government Hospital,,,8377245226,582207,,,,,"OSM ID: 1003215087, Type: way"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,DENTIST,Nataraj Dental Clinic,15.4169825,75.6218625,,582103,,,,,"OSM ID: 7565711953, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,PHC Belavanaki,15.6701896,75.5667405,8381264408,582202,,,,,"OSM ID: 7205448452, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,PHC Bellatti,15.083045,75.647929,8487249458,582112,,,,,"OSM ID: 7205430733, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,PHC Hebbal,15.000346,75.722316,8487260611,582112,,,,,"OSM ID: 7205430776, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,"PHC, Betigeri",15.440584,75.65446,,582102,,,,,"OSM ID: 7205430767, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Phc Betageri,15.4405284,75.6545169,,,,,,,"OSM ID: 8188037213, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,"Prasad Nursing Home, Gadag",15.4335991,75.6439081,,582101,,,,,"OSM ID: 6947336859, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Primary Health Care,15.4358177,75.6236132,,582101,,,,,"OSM ID: 7565711917, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Primary Health Center,15.780154,75.587576,,,,,,,"OSM ID: 8188037076, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Primary Health Center,15.750844,75.751862,,,,,,,"OSM ID: 8188037106, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Primary Health Center,15.658351,75.865224,,,,,,,"OSM ID: 8188037146, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,R.T. Kulkarni Nursing Home,15.4375632,75.6382164,,582102,,,,,"OSM ID: 6947336864, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Raghavendra clinic,15.446449,75.645075,,582102,,,,,"OSM ID: 7565711860, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Railway Hospital,15.434371,75.641856,,582101,,,,,"OSM ID: 7565711904, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Rajiv Ghandhi Education Societys Hospital,15.6880874,75.7357885,,582209,,,,,"OSM ID: 6947682057, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Renuka Child Clinic,15.4198962,75.6224432,,582103,,,,,"OSM ID: 7565711880, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Rural Medical Service Hulkoti,,,,,,,,,"OSM ID: 133182945, Type: way"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Sai Susrut Hospital,15.431992,75.6397281,,582101,,,,,"OSM ID: 7565711875, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Sanjeevini Hospital,15.432161,75.641249,,582101,,,,,"OSM ID: 7565711887, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Sanjivini Hospital,15.4449169,75.6461977,,582102,,,,,"OSM ID: 7565711870, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Sankanur Hospital And Research Centre,15.4205379,75.6377663,,582101,,,,,"OSM ID: 7565711943, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Savadi PHC,15.650021,75.67368,8381285324,582209,,,,,"OSM ID: 7205448419, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Shantagiri PHC,15.8150684,75.8201142,8277513777,582211,,,,,"OSM ID: 7205448450, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Shigli PHC,15.0596158,75.4652784,8487270279,582210,,,,,"OSM ID: 7205430758, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Shirol Nursing Home,15.4311936,75.6371348,,,,,,,"OSM ID: 1466778238, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Shirola Government Hospital,15.825399,75.535817,8377247277,582207,,,,,"OSM ID: 7205448457, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Shirola Hospital,15.431468,75.6372173,,582101,,,,,"OSM ID: 6947336869, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Shivakrupa Hospital,15.7196709,75.3862175,,,,,,,"OSM ID: 8188037121, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,"Shobha Hospital, Gadag",15.419595,75.621863,,582103,,,,,"OSM ID: 6944464762, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Shree Krishna Clinic,15.4187226,75.6217246,,582103,,,,,"OSM ID: 7565711965, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Shri Manjunath Skin Care Centre,15.4339915,75.6372407,,582101,,,,,"OSM ID: 7565711918, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Shri Sai Krishna Poly Clinic,15.4085465,75.6267192,,582103,,,,,"OSM ID: 7565711946, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Skin Hair and Laser Clinic,15.4146104,75.6207872,,582103,,,,,"OSM ID: 7565711960, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Solomon Clinic,15.4318751,75.648857,,582102,,,,,"OSM ID: 7565711884, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Spm Medicals & Spm Clinic,15.7373341,75.8268984,,,,,,,"OSM ID: 8187985985, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Sree Sai Health Hospital Suranagi,15.0509219,75.5579161,,,,,,,"OSM ID: 8188037450, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,DENTIST,Sri Sai Dental Clinic,15.4318216,75.6496184,,582102,,,,,"OSM ID: 7565711947, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Sri Satya Sai Krupa (reddy) Hospital,15.7308563,75.9635315,,,,,,,"OSM ID: 8188037114, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Suranagi PHC,15.0510903,75.5566805,8487271222,,,,,,"OSM ID: 7205430809, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Taluka Government Hospital,15.2338377,75.5793469,8487243333,582120,,,,,"OSM ID: 7205430796, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Telkar Hospital,15.414741,75.6203707,,582103,,,,,"OSM ID: 7565711862, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,PHARMACY,Unnamed,15.4314545,75.6357379,,,,,,,"OSM ID: 1474002795, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Unnamed,,,,,,,,,"OSM ID: 133745373, Type: way"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,V C Shirol Nursing Home,,,,,,,,,"OSM ID: 133266613, Type: way"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Vaatsalya Hospital - Gadag,15.432985,75.6452425,,582101,,,,,"OSM ID: 6944566399, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,CLINIC,Varavi Children Nursing Home,15.417824,75.62214,,582103,,,,,"OSM ID: 7565711898, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Veterinary Dispencery,15.7216046,75.3759901,,,,,,,"OSM ID: 2321703009, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,HOSPITAL,Veterinary Hospital,15.4297273,75.6332647,,,,,,,"OSM ID: 1474289491, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,DENTIST,Vijaya Dental Hospital,15.4316089,75.6464348,,582102,,,,,"OSM ID: 7565711892, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,PHARMACY,Vikram Medicals,15.4292788,75.629955,,,,,,,"OSM ID: 1474747637, Type: node"
HEALTHCARE_FACILITY,279,GADAG,537,KARNATAKA,29,UNKNOWN,Yalavatti PHC,15.2527353,75.4875568,8487244250,,,,,,"OSM ID: 7205430828, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Abhi Mediplus,13.0122282,76.1058815,,,,,,,"OSM ID: 11271112245, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Abhi Ortho Care,13.0113222,76.098417,,573201,,,,,"OSM ID: 7559701889, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Aldur skin and cosmetic clinic,13.009784,76.1025218,,,,,,,"OSM ID: 5536006292, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Alur Government Hospital,12.977882,75.989566,8170218223,573213,,,,,"OSM ID: 7202935762, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Amma eye and retina care centre,13.008692,76.112005,,573201,,,,,"OSM ID: 7559701888, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,UNKNOWN,Anand Das Diagnostic Lab,13.0043877,76.1060125,,,,,,,"OSM ID: 9971491520, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Anantha Medicals,13.009549,76.1027865,,,,,,,"OSM ID: 8738108726, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Apollo Pharmacy,13.0084911,76.1101038,,,,,,,"OSM ID: 11146271105, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Apollo Pharmacy,13.0030878,76.1063199,,,,,,,"OSM ID: 11226404366, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Apollo Pharmacy,13.0262197,76.1086428,,,,,,,"OSM ID: 11270859098, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Apollo Pharmacy,13.0276593,76.1018188,,,,,,,"OSM ID: 11340639973, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Apollo Pharmacy,13.0126239,76.1144361,,,,,,,"OSM ID: 11375774394, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Apollo Pharmacy,13.0072107,76.1134354,,,,,,,"OSM ID: 11389635540, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Ashwini Ayurvedic Clinic,13.0175114,76.0945052,,573201,,,,,"OSM ID: 7559701871, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,"Ashwini Hospital, Arasikere",13.3150525,76.2554249,,573103,,,,,"OSM ID: 6944525583, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Ayurvedic Hospital,12.9442761,76.1631531,,"Hassan, 573212",,,,,"OSM ID: 3339526745, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Bahubali Children's Hospital,12.8718813,76.5257556,,,,,,,"OSM ID: 6612463805, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Bharani Medicals,13.0083398,76.1073277,,,,,,,"OSM ID: 8234919861, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Bharani Medicals,13.0086551,76.1101238,,,,,,,"OSM ID: 8357304946, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Bharath Medicals,13.0108218,76.1055413,,,,,,,"OSM ID: 6512685340, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,"Bharathi Hospital, Hassan",12.9025829,76.3856455,,573116,,,,,"OSM ID: 6947682052, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Buvanahalli Primary Health Care,13.0049801,76.1404604,,,,,,,"OSM ID: 8188038676, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,UNKNOWN,CHC Dudda,13.0880881,76.2046264,,573118,,,,,"OSM ID: 7202935763, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,UNKNOWN,CHC Hirisave,12.950993,76.575873,08176 226002,573124,,,,,"OSM ID: 7202723918, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,UNKNOWN,CHC Nuggehalli,13.0078347,76.475971,08176 233036,573131,,,,,"OSM ID: 7202935838, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,UNKNOWN,"CHC, Gandasi",13.1579418,76.305898,,573119,,,,,"OSM ID: 7202935750, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Chamundeshwari Medicals,13.0061763,76.1129095,,,,,,,"OSM ID: 11389635536, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,DENTIST,Chetana Dental Clinic,13.0122903,76.105881,,,,,,,"OSM ID: 11350566072, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Chethana Neuro Centre,13.003205,76.106671,,573201,,,,,"OSM ID: 7559701817, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Chiru Medicals,13.0151975,76.1116459,,,,,,,"OSM ID: 11278960440, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Community Health Centre,12.8186,76.1651,,,,,,,"OSM ID: 8188036143, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Community Health Centre Arehalli,,,8177221289,573101,,,,,"OSM ID: 771581263, Type: way"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,UNKNOWN,"Community Health Centre, Udayapura",12.9712264,76.3235368,+91 81762 72038,573116,,,,,"OSM ID: 7202935817, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Crawford Government Hospital,,,08173-243098,573134,,,,,"OSM ID: 771558718, Type: way"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Csi Redfern Memorial Hospital,13.0110801,76.1026714,,"Racecourse Road, Hassan, 573201",,,,,"OSM ID: 6947300341, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Das Home Nursing,13.0028013,76.1002073,,573201,,,,,"OSM ID: 7559701819, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Dhanvanthari Medicals,13.0111186,76.1141535,,,,,,,"OSM ID: 11185825185, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Dhanwanthari Ayurvedic Clinic,13.0097834,76.11374,,573201,,,,,"OSM ID: 7559701807, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,District Hospital,,,,,,,,,"OSM ID: 1209048978, Type: way"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Dodda Mettikurke Primary Health Centre,,,08174-251705,573117,,,,,"OSM ID: 771584930, Type: way"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Doddagenigere Govt. Primary Hospital,12.9805638,76.1546751,,,,,,,"OSM ID: 8188038813, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,DOCTORS,Dr SN Jagdish,13.0097869,76.1021434,,,,,,,"OSM ID: 5535999011, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Dr. Gopi Clinic,13.0197128,76.0927785,,573201,,,,,"OSM ID: 7559701828, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,ECHS Poly Clinic,13.0131781,76.1137226,,573201,,,,,"OSM ID: 7559701821, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,ESI Hospital,13.0148775,76.1297842,,573202,,,,,"OSM ID: 7559701843, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,CLINIC,Ekam Ayurveda Multi- Speciality Clinic,13.0082649,76.0957822,,573201,,,,,"OSM ID: 7559701855, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,PHARMACY,Ganapa Medicals,12.9954343,76.0990582,,,,,,,"OSM ID: 12692564209, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Geeta Eye Hospital,13.0108067,76.1072993,,573201,,,,,"OSM ID: 7559701882, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Goverment Hospital,12.6081325,76.0506412,,,,,,,"OSM ID: 8188036640, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Government Hospital,13.0165784,76.3780635,,,,,,,"OSM ID: 1814603134, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Government Hospital,12.8509591,76.1626711,,,,,,,"OSM ID: 8188036117, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Government Hospital,12.6291132,76.0521095,,,,,,,"OSM ID: 8188036611, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Government Hospital,13.1579118,76.3058823,,,,,,,"OSM ID: 8188038390, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Government Hospital Arakalgud,12.7628914,76.062849,08175-220210,573102,,,,,"OSM ID: 7202723946, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Government Hospital Attihalli,,,08173-248082,573123,,,,,"OSM ID: 771558664, Type: way"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Government Hospital Sakaleshapura,12.9411183,75.7847,,,,,,,"OSM ID: 3270078961, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Government Hospital Shukravarasanthe,12.8619865,75.7986233,,,,,,,"OSM ID: 8188036102, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,Government Hospital Valagerahalli,13.1421425,76.4165112,,571428,,,,,"OSM ID: 7202935844, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,"Government Hospital, Belur",13.1644909,75.8650317,8232219494,573115,,,,,"OSM ID: 7202935761, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,"Government Hospital, Channarayapattana TH",12.905698,76.386383,,573116,,,,,"OSM ID: 7202723945, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,"Government Hospital, Dammaningala",12.8005095,76.4817274,8176291100,573135,,,,,"OSM ID: 7202723953, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,"Government Hospital, Halebeedu",13.2137,75.992653,8177273022,573121,,,,,"OSM ID: 7202935878, Type: node"
HEALTHCARE_FACILITY,280,HASSAN,539,KARNATAKA,29,HOSPITAL,"Government Hospital, Hanbal",,,08173-240951,573165,,,,,"OSM ID: 771581275, Type: way"
