establishment_id,establishment_name,certificate_name,expiry_date
440,Samruddhi Polyclinic and Diagnostics,Fire Safety Certificate,
444,SNEHA CLINIC,Floor Plans,
444,SNEHA CLINIC,Occupancy Certificate,
444,SNEHA CLINIC,Front View Photograph,
444,SNEHA CLINIC,Fire Safety Certificate,
444,SNEHA CLINIC,PCB Certificate,
445,WCPM Occupational Health Center,Front View Photograph,
445,WCPM Occupational Health Center,Floor Plans,
445,WCPM Occupational Health Center,Fire Safety Certificate,
445,WCPM Occupational Health Center,Occupancy Certificate,
445,WCPM Occupational Health Center,PCB Certificate,
446,SRI SAI FOUNDATION,Occupancy Certificate,
446,SRI SAI FOUNDATION,Fire Safety Certificate,
446,SRI SAI FOUNDATION,PCB Certificate,
446,SRI SAI FOUNDATION,Trade License,
446,SRI SAI FOUNDATION,Floor Plans,
446,SRI SAI FOUNDATION,Front View Photograph,
447,SHREE CHAITANYA CLINIC,Floor Plans,
447,SHREE CHAITANYA CLINIC,Front View Photograph,
447,SHREE CHAITANYA CLINIC,Occupancy Certificate,
447,SHREE CHAITANYA CLINIC,PCB Certificate,
447,SHREE CHAITANYA CLINIC,Fire Safety Certificate,
448,KAMATH CLINIC,Floor Plans,
448,KAMATH CLINIC,Front View Photograph,
448,KAMATH CLINIC,Occupancy Certificate,
448,KAMATH CLINIC,Fire Safety Certificate,
448,KAMATH CLINIC,PCB Certificate,
448,KAMATH CLINIC,Trade License,
451,AROORS CLINIC,Floor Plans,
451,AROORS CLINIC,Front View Photograph,
451,AROORS CLINIC,Occupancy Certificate,
451,AROORS CLINIC,Fire Safety Certificate,
451,AROORS CLINIC,PCB Certificate,
449,AYUSHMAN SPECIALITY CLINIC,Floor Plans,
449,AYUSHMAN SPECIALITY CLINIC,Front View Photograph,
449,AYUSHMAN SPECIALITY CLINIC,Occupancy Certificate,
449,AYUSHMAN SPECIALITY CLINIC,Fire Safety Certificate,
449,AYUSHMAN SPECIALITY CLINIC,PCB Certificate,
449,AYUSHMAN SPECIALITY CLINIC,Trade License,
450,SMILE CARE DENTAL CLINIC,Floor Plans,
450,SMILE CARE DENTAL CLINIC,Front View Photograph,
450,SMILE CARE DENTAL CLINIC,Occupancy Certificate,
450,SMILE CARE DENTAL CLINIC,Fire Safety Certificate,
450,SMILE CARE DENTAL CLINIC,PCB Certificate,
452,VIVEKANANDA HEALTHCARE SOLUTIONS ANNAPURNA HOSPITAL,Floor Plans,
452,VIVEKANANDA HEALTHCARE SOLUTIONS ANNAPURNA HOSPITAL,Front View Photograph,
452,VIVEKANANDA HEALTHCARE SOLUTIONS ANNAPURNA HOSPITAL,Occupancy Certificate,
452,VIVEKANANDA HEALTHCARE SOLUTIONS ANNAPURNA HOSPITAL,Fire Safety Certificate,
452,VIVEKANANDA HEALTHCARE SOLUTIONS ANNAPURNA HOSPITAL,PCB Certificate,
452,VIVEKANANDA HEALTHCARE SOLUTIONS ANNAPURNA HOSPITAL,Trade License,
453,N V HOSPITAL,PCB Certificate,
453,N V HOSPITAL,Floor Plans,
453,N V HOSPITAL,Front View Photograph,
453,N V HOSPITAL,Occupancy Certificate,
453,N V HOSPITAL,Fire Safety Certificate,
454,CENTRAL CLINIC,Floor Plans,
454,CENTRAL CLINIC,Front View Photograph,
454,CENTRAL CLINIC,Occupancy Certificate,
454,CENTRAL CLINIC,Fire Safety Certificate,
454,CENTRAL CLINIC,PCB Certificate,
454,CENTRAL CLINIC,Trade License,
455,K K HOSPITAL,Floor Plans,
455,K K HOSPITAL,Front View Photograph,
455,K K HOSPITAL,Occupancy Certificate,
455,K K HOSPITAL,Fire Safety Certificate,
455,K K HOSPITAL,PCB Certificate,
455,K K HOSPITAL,Trade License,
456,SANJEEVINI CLINIC,Floor Plans,
456,SANJEEVINI CLINIC,Front View Photograph,
456,SANJEEVINI CLINIC,Occupancy Certificate,
456,SANJEEVINI CLINIC,Fire Safety Certificate,
456,SANJEEVINI CLINIC,PCB Certificate,
459,Navaneeth PloyClinic,Floor Plans,
459,Navaneeth PloyClinic,Front View Photograph,
459,Navaneeth PloyClinic,Occupancy Certificate,
459,Navaneeth PloyClinic,Fire Safety Certificate,01/12/2021
459,Navaneeth PloyClinic,PCB Certificate,23/12/2021
459,Navaneeth PloyClinic,Trade License,16/12/2021
460,VIJAYALAKSHMI DIAGNOSTIC CENTRE,Floor Plans,
460,VIJAYALAKSHMI DIAGNOSTIC CENTRE,Front View Photograph,
460,VIJAYALAKSHMI DIAGNOSTIC CENTRE,Occupancy Certificate,
460,VIJAYALAKSHMI DIAGNOSTIC CENTRE,Fire Safety Certificate,
460,VIJAYALAKSHMI DIAGNOSTIC CENTRE,Trade License,
460,VIJAYALAKSHMI DIAGNOSTIC CENTRE,PCB Certificate,
461,PVR Diagnostics and Speciality Clinics,Floor Plans,
461,PVR Diagnostics and Speciality Clinics,Front View Photograph,
461,PVR Diagnostics and Speciality Clinics,Occupancy Certificate,
461,PVR Diagnostics and Speciality Clinics,Fire Safety Certificate,
461,PVR Diagnostics and Speciality Clinics,PCB Certificate,
462,OMKAR DIAGNOSTICS AND POLYCLINIC,Floor Plans,
462,OMKAR DIAGNOSTICS AND POLYCLINIC,Front View Photograph,
462,OMKAR DIAGNOSTICS AND POLYCLINIC,Occupancy Certificate,
462,OMKAR DIAGNOSTICS AND POLYCLINIC,Fire Safety Certificate,
462,OMKAR DIAGNOSTICS AND POLYCLINIC,PCB Certificate,
463,SEVABHAI HOSPITAL,Front View Photograph,
463,SEVABHAI HOSPITAL,Occupancy Certificate,
463,SEVABHAI HOSPITAL,Fire Safety Certificate,
463,SEVABHAI HOSPITAL,PCB Certificate,
463,SEVABHAI HOSPITAL,Floor Plans,
464,Haveri Scan Centre pvt ldt,Floor Plans,
464,Haveri Scan Centre pvt ldt,Fire Safety Certificate,01/03/2022
464,Haveri Scan Centre pvt ldt,PCB Certificate,
464,Haveri Scan Centre pvt ldt,Occupancy Certificate,
464,Haveri Scan Centre pvt ldt,Front View Photograph,
466,T M CHANDRASHEKHARAYYA CLINIC,Floor Plans,
466,T M CHANDRASHEKHARAYYA CLINIC,PCB Certificate,
466,T M CHANDRASHEKHARAYYA CLINIC,Occupancy Certificate,
466,T M CHANDRASHEKHARAYYA CLINIC,Front View Photograph,
466,T M CHANDRASHEKHARAYYA CLINIC,Fire Safety Certificate,
467,LAKSHMI HOSPITAL,Floor Plans,
467,LAKSHMI HOSPITAL,Front View Photograph,
467,LAKSHMI HOSPITAL,Occupancy Certificate,
467,LAKSHMI HOSPITAL,Fire Safety Certificate,
467,LAKSHMI HOSPITAL,PCB Certificate,
467,LAKSHMI HOSPITAL,Trade License,
465,ADITI HOSPITAL,Floor Plans,
465,ADITI HOSPITAL,PCB Certificate,
465,ADITI HOSPITAL,Occupancy Certificate,
465,ADITI HOSPITAL,Front View Photograph,
465,ADITI HOSPITAL,Fire Safety Certificate,
468,ACCURA DIAGNOSITCS & HEALTHCARE,Occupancy Certificate,
468,ACCURA DIAGNOSITCS & HEALTHCARE,PCB Certificate,
468,ACCURA DIAGNOSITCS & HEALTHCARE,Fire Safety Certificate,
468,ACCURA DIAGNOSITCS & HEALTHCARE,Floor Plans,
468,ACCURA DIAGNOSITCS & HEALTHCARE,Front View Photograph,
469,Ashwini dental clinic,Floor Plans,
469,Ashwini dental clinic,Occupancy Certificate,
469,Ashwini dental clinic,Fire Safety Certificate,
469,Ashwini dental clinic,Trade License,
469,Ashwini dental clinic,PCB Certificate,
469,Ashwini dental clinic,Front View Photograph,
470,Chirayu clinic,Floor Plans,
470,Chirayu clinic,Front View Photograph,
470,Chirayu clinic,Fire Safety Certificate,31/03/2021
470,Chirayu clinic,PCB Certificate,30/09/2020
470,Chirayu clinic,Occupancy Certificate,
471,RAJASHREE DENTAL MULTISPECIALITY CLINIC,Floor Plans,
471,RAJASHREE DENTAL MULTISPECIALITY CLINIC,Fire Safety Certificate,
471,RAJASHREE DENTAL MULTISPECIALITY CLINIC,Front View Photograph,
471,RAJASHREE DENTAL MULTISPECIALITY CLINIC,PCB Certificate,
471,RAJASHREE DENTAL MULTISPECIALITY CLINIC,Occupancy Certificate,
472,CHILD CARE CENTRE,Floor Plans,
472,CHILD CARE CENTRE,Front View Photograph,
472,CHILD CARE CENTRE,Occupancy Certificate,
472,CHILD CARE CENTRE,Fire Safety Certificate,
472,CHILD CARE CENTRE,PCB Certificate,
473,Sai Ortho care,Floor Plans,
473,Sai Ortho care,Front View Photograph,
473,Sai Ortho care,Occupancy Certificate,
473,Sai Ortho care,Fire Safety Certificate,
473,Sai Ortho care,PCB Certificate,
473,Sai Ortho care,Trade License,
475,SOHAM CLINIC,Front View Photograph,
475,SOHAM CLINIC,Occupancy Certificate,
475,SOHAM CLINIC,Floor Plans,
475,SOHAM CLINIC,Fire Safety Certificate,
475,SOHAM CLINIC,PCB Certificate,
476,SRI DHANAVANTHRI CLINIC,Floor Plans,
476,SRI DHANAVANTHRI CLINIC,Front View Photograph,
476,SRI DHANAVANTHRI CLINIC,Fire Safety Certificate,22/04/2022
476,SRI DHANAVANTHRI CLINIC,PCB Certificate,14/06/2023
476,SRI DHANAVANTHRI CLINIC,Occupancy Certificate,
477,Guru Krupa Clinic,Floor Plans,
477,Guru Krupa Clinic,Front View Photograph,
477,Guru Krupa Clinic,Occupancy Certificate,
477,Guru Krupa Clinic,Fire Safety Certificate,
477,Guru Krupa Clinic,PCB Certificate,
478,al shifa clinic,Floor Plans,
478,al shifa clinic,Front View Photograph,
478,al shifa clinic,Occupancy Certificate,
478,al shifa clinic,Fire Safety Certificate,09/09/2022
478,al shifa clinic,PCB Certificate,04/03/2037
479,Nava Chaithanya Clinic,Floor Plans,
479,Nava Chaithanya Clinic,Front View Photograph,
479,Nava Chaithanya Clinic,Occupancy Certificate,
479,Nava Chaithanya Clinic,Fire Safety Certificate,01/03/2023
479,Nava Chaithanya Clinic,PCB Certificate,01/03/2023
480,manochetana polyclinic,Floor Plans,
480,manochetana polyclinic,Occupancy Certificate,
480,manochetana polyclinic,PCB Certificate,
480,manochetana polyclinic,Front View Photograph,
480,manochetana polyclinic,Trade License,
480,manochetana polyclinic,Fire Safety Certificate,
481,SREE SUBRAMANYA CLINIC,Floor Plans,
481,SREE SUBRAMANYA CLINIC,Front View Photograph,
481,SREE SUBRAMANYA CLINIC,Occupancy Certificate,
481,SREE SUBRAMANYA CLINIC,PCB Certificate,
481,SREE SUBRAMANYA CLINIC,Fire Safety Certificate,
482,Dr. Patels Dental & Implant Centre,Floor Plans,
482,Dr. Patels Dental & Implant Centre,Front View Photograph,
482,Dr. Patels Dental & Implant Centre,Fire Safety Certificate,
482,Dr. Patels Dental & Implant Centre,PCB Certificate,
482,Dr. Patels Dental & Implant Centre,Occupancy Certificate,
474,FORTIS HOSPITALS LTD,Floor Plans,
474,FORTIS HOSPITALS LTD,Front View Photograph,
474,FORTIS HOSPITALS LTD,Occupancy Certificate,
474,FORTIS HOSPITALS LTD,Fire Safety Certificate,21/06/2021
474,FORTIS HOSPITALS LTD,PCB Certificate,30/09/2030
483,Sri clinic,PCB Certificate,
483,Sri clinic,Front View Photograph,
483,Sri clinic,Trade License,
483,Sri clinic,Floor Plans,
483,Sri clinic,Occupancy Certificate,
484,USTAD KAYANGADI PAPANNAS POLYCLINIC AND DIAGNOSTICS,Floor Plans,
484,USTAD KAYANGADI PAPANNAS POLYCLINIC AND DIAGNOSTICS,Front View Photograph,
484,USTAD KAYANGADI PAPANNAS POLYCLINIC AND DIAGNOSTICS,Occupancy Certificate,
484,USTAD KAYANGADI PAPANNAS POLYCLINIC AND DIAGNOSTICS,PCB Certificate,
484,USTAD KAYANGADI PAPANNAS POLYCLINIC AND DIAGNOSTICS,Fire Safety Certificate,
485,AMRUTH HOSPITAL,Floor Plans,
485,AMRUTH HOSPITAL,Front View Photograph,
485,AMRUTH HOSPITAL,Occupancy Certificate,
485,AMRUTH HOSPITAL,Fire Safety Certificate,
485,AMRUTH HOSPITAL,PCB Certificate,
486,GEETHA NEURO CARE,Floor Plans,
486,GEETHA NEURO CARE,Occupancy Certificate,
486,GEETHA NEURO CARE,Fire Safety Certificate,31/12/2021
486,GEETHA NEURO CARE,PCB Certificate,
486,GEETHA NEURO CARE,Front View Photograph,
487,Shri Kedar Clinic,Floor Plans,
487,Shri Kedar Clinic,Front View Photograph,
487,Shri Kedar Clinic,Fire Safety Certificate,
487,Shri Kedar Clinic,PCB Certificate,
487,Shri Kedar Clinic,Trade License,
487,Shri Kedar Clinic,Occupancy Certificate,
488,ROY CLINIC,Floor Plans,
488,ROY CLINIC,Front View Photograph,
488,ROY CLINIC,Occupancy Certificate,
488,ROY CLINIC,Fire Safety Certificate,
488,ROY CLINIC,PCB Certificate,
489,V R CHEST AND WOMEN CARE,Floor Plans,
489,V R CHEST AND WOMEN CARE,Front View Photograph,
489,V R CHEST AND WOMEN CARE,Occupancy Certificate,
489,V R CHEST AND WOMEN CARE,PCB Certificate,
489,V R CHEST AND WOMEN CARE,Fire Safety Certificate,
490,CONFIDENTAL CARE,Occupancy Certificate,
490,CONFIDENTAL CARE,Front View Photograph,
490,CONFIDENTAL CARE,PCB Certificate,
490,CONFIDENTAL CARE,Floor Plans,
490,CONFIDENTAL CARE,Fire Safety Certificate,
491,Sun Orthopaedic Centre,Floor Plans,
491,Sun Orthopaedic Centre,Front View Photograph,
491,Sun Orthopaedic Centre,Trade License,28/02/2021
492,Kamaldeep himani dental clinics,Floor Plans,
492,Kamaldeep himani dental clinics,Front View Photograph,
492,Kamaldeep himani dental clinics,Occupancy Certificate,
492,Kamaldeep himani dental clinics,PCB Certificate,
492,Kamaldeep himani dental clinics,Fire Safety Certificate,
493,SAGAR MATERNITY HOME,Floor Plans,
493,SAGAR MATERNITY HOME,Front View Photograph,
493,SAGAR MATERNITY HOME,Occupancy Certificate,
493,SAGAR MATERNITY HOME,Fire Safety Certificate,
493,SAGAR MATERNITY HOME,PCB Certificate,
494,M/s.DHWANI CLINIC,Floor Plans,
494,M/s.DHWANI CLINIC,Occupancy Certificate,
494,M/s.DHWANI CLINIC,PCB Certificate,
494,M/s.DHWANI CLINIC,Fire Safety Certificate,
494,M/s.DHWANI CLINIC,Front View Photograph,
495,SRI KALLESHWARA CLINIC,Floor Plans,
495,SRI KALLESHWARA CLINIC,Front View Photograph,
495,SRI KALLESHWARA CLINIC,PCB Certificate,05/07/2025
495,SRI KALLESHWARA CLINIC,Trade License,
495,SRI KALLESHWARA CLINIC,Occupancy Certificate,
496,HUILGOL CLINIC,Floor Plans,
496,HUILGOL CLINIC,Front View Photograph,
496,HUILGOL CLINIC,Occupancy Certificate,
496,HUILGOL CLINIC,Fire Safety Certificate,
496,HUILGOL CLINIC,PCB Certificate,
497,ALMIGHTY DIAGNOSTICS CENTRE,Occupancy Certificate,
497,ALMIGHTY DIAGNOSTICS CENTRE,PCB Certificate,
497,ALMIGHTY DIAGNOSTICS CENTRE,Floor Plans,
497,ALMIGHTY DIAGNOSTICS CENTRE,Front View Photograph,
497,ALMIGHTY DIAGNOSTICS CENTRE,Fire Safety Certificate,
498,ORANGE DIAGNOSTICS,Front View Photograph,
498,ORANGE DIAGNOSTICS,Occupancy Certificate,
498,ORANGE DIAGNOSTICS,Floor Plans,
498,ORANGE DIAGNOSTICS,PCB Certificate,
498,ORANGE DIAGNOSTICS,Fire Safety Certificate,
499,MATHRU CLINIC,Floor Plans,
499,MATHRU CLINIC,Occupancy Certificate,
499,MATHRU CLINIC,Fire Safety Certificate,
499,MATHRU CLINIC,PCB Certificate,
499,MATHRU CLINIC,Trade License,
499,MATHRU CLINIC,Front View Photograph,
500,JAYALAKSHMI CLINIC,Floor Plans,
500,JAYALAKSHMI CLINIC,Front View Photograph,
500,JAYALAKSHMI CLINIC,Occupancy Certificate,
500,JAYALAKSHMI CLINIC,Fire Safety Certificate,31/12/2025
500,JAYALAKSHMI CLINIC,PCB Certificate,31/12/2025
501,JANAPRIYA NURSING HOME,Floor Plans,
501,JANAPRIYA NURSING HOME,Front View Photograph,
501,JANAPRIYA NURSING HOME,Occupancy Certificate,
501,JANAPRIYA NURSING HOME,Fire Safety Certificate,
501,JANAPRIYA NURSING HOME,PCB Certificate,
502,Puneeth Hospital,Floor Plans,
502,Puneeth Hospital,Front View Photograph,
502,Puneeth Hospital,Occupancy Certificate,
502,Puneeth Hospital,Fire Safety Certificate,
502,Puneeth Hospital,PCB Certificate,
503,AYUSHI CLINIC,Floor Plans,
503,AYUSHI CLINIC,Front View Photograph,
503,AYUSHI CLINIC,Fire Safety Certificate,
503,AYUSHI CLINIC,Occupancy Certificate,
503,AYUSHI CLINIC,PCB Certificate,
503,AYUSHI CLINIC,Trade License,
505,PRAVEEN CLINIC,Floor Plans,
505,PRAVEEN CLINIC,Front View Photograph,
505,PRAVEEN CLINIC,Occupancy Certificate,
505,PRAVEEN CLINIC,Fire Safety Certificate,
505,PRAVEEN CLINIC,PCB Certificate,
504,SANTVANA CLINIC,Floor Plans,
504,SANTVANA CLINIC,Front View Photograph,
504,SANTVANA CLINIC,Occupancy Certificate,
504,SANTVANA CLINIC,Fire Safety Certificate,
504,SANTVANA CLINIC,PCB Certificate,
506,Swathi Clinic,Front View Photograph,
506,Swathi Clinic,PCB Certificate,
506,Swathi Clinic,Fire Safety Certificate,26/05/2022
506,Swathi Clinic,Occupancy Certificate,
506,Swathi Clinic,Floor Plans,
507,DR DAKSHAYANI C RAMANAGOUDAR CLINIC,Front View Photograph,
507,DR DAKSHAYANI C RAMANAGOUDAR CLINIC,Occupancy Certificate,
507,DR DAKSHAYANI C RAMANAGOUDAR CLINIC,PCB Certificate,
507,DR DAKSHAYANI C RAMANAGOUDAR CLINIC,Trade License,
507,DR DAKSHAYANI C RAMANAGOUDAR CLINIC,Floor Plans,
507,DR DAKSHAYANI C RAMANAGOUDAR CLINIC,Fire Safety Certificate,
508,Ragavendra Clinic,Occupancy Certificate,
508,Ragavendra Clinic,PCB Certificate,
508,Ragavendra Clinic,Floor Plans,
508,Ragavendra Clinic,Fire Safety Certificate,
508,Ragavendra Clinic,Front View Photograph,
509,Chethana clinic,Floor Plans,
509,Chethana clinic,Front View Photograph,
509,Chethana clinic,Fire Safety Certificate,
509,Chethana clinic,PCB Certificate,
509,Chethana clinic,Occupancy Certificate,
510,SERA CLINIC,Floor Plans,
510,SERA CLINIC,Occupancy Certificate,
510,SERA CLINIC,Fire Safety Certificate,
510,SERA CLINIC,PCB Certificate,
510,SERA CLINIC,Front View Photograph,
512,SRI MANJUNATHA NETHRALYA,Floor Plans,
512,SRI MANJUNATHA NETHRALYA,Front View Photograph,
512,SRI MANJUNATHA NETHRALYA,Occupancy Certificate,
512,SRI MANJUNATHA NETHRALYA,Fire Safety Certificate,21/01/2022
512,SRI MANJUNATHA NETHRALYA,PCB Certificate,31/10/2021
511,Shanti Dental Clinic,Floor Plans,
511,Shanti Dental Clinic,Front View Photograph,
511,Shanti Dental Clinic,Occupancy Certificate,
511,Shanti Dental Clinic,Fire Safety Certificate,
511,Shanti Dental Clinic,PCB Certificate,
513,Oris Dental Implant Center,Floor Plans,
513,Oris Dental Implant Center,Front View Photograph,
513,Oris Dental Implant Center,Occupancy Certificate,
513,Oris Dental Implant Center,Fire Safety Certificate,
513,Oris Dental Implant Center,PCB Certificate,
514,PALLA S MULTI SPECIALITY HOSPITAL,Floor Plans,
514,PALLA S MULTI SPECIALITY HOSPITAL,Front View Photograph,
514,PALLA S MULTI SPECIALITY HOSPITAL,Occupancy Certificate,
514,PALLA S MULTI SPECIALITY HOSPITAL,Fire Safety Certificate,
514,PALLA S MULTI SPECIALITY HOSPITAL,PCB Certificate,
515,vijaya nethralaya,Floor Plans,
515,vijaya nethralaya,Front View Photograph,
515,vijaya nethralaya,Occupancy Certificate,
515,vijaya nethralaya,PCB Certificate,11/07/2024
515,vijaya nethralaya,Fire Safety Certificate,18/07/2022
516,SHRI RAGHAVENDRA CLINIC,PCB Certificate,26/09/2023
516,SHRI RAGHAVENDRA CLINIC,Floor Plans,
516,SHRI RAGHAVENDRA CLINIC,Front View Photograph,
517,PRIME HOSPITAL,Floor Plans,
517,PRIME HOSPITAL,Front View Photograph,
517,PRIME HOSPITAL,Occupancy Certificate,
517,PRIME HOSPITAL,Fire Safety Certificate,
517,PRIME HOSPITAL,PCB Certificate,
518,M/S Shri Padma Clinic,Front View Photograph,
518,M/S Shri Padma Clinic,PCB Certificate,
518,M/S Shri Padma Clinic,Floor Plans,
518,M/S Shri Padma Clinic,Occupancy Certificate,
518,M/S Shri Padma Clinic,Fire Safety Certificate,
519,A V C MULTISPECIALITY DENTAL CARE,Floor Plans,
519,A V C MULTISPECIALITY DENTAL CARE,Front View Photograph,
519,A V C MULTISPECIALITY DENTAL CARE,Occupancy Certificate,
519,A V C MULTISPECIALITY DENTAL CARE,Fire Safety Certificate,
519,A V C MULTISPECIALITY DENTAL CARE,PCB Certificate,
521,BHAVANI DIAGNOSTIC CENTER,Floor Plans,
521,BHAVANI DIAGNOSTIC CENTER,Front View Photograph,
521,BHAVANI DIAGNOSTIC CENTER,Occupancy Certificate,
521,BHAVANI DIAGNOSTIC CENTER,Fire Safety Certificate,
521,BHAVANI DIAGNOSTIC CENTER,PCB Certificate,
520,Kumudini Hospital & Maternity Home,Trade License,31/03/2021
520,Kumudini Hospital & Maternity Home,Floor Plans,
520,Kumudini Hospital & Maternity Home,Fire Safety Certificate,
520,Kumudini Hospital & Maternity Home,PCB Certificate,
520,Kumudini Hospital & Maternity Home,Front View Photograph,
520,Kumudini Hospital & Maternity Home,Occupancy Certificate,
522,AL NOOR HOSPITAL,Floor Plans,
522,AL NOOR HOSPITAL,Front View Photograph,
522,AL NOOR HOSPITAL,Occupancy Certificate,
522,AL NOOR HOSPITAL,Fire Safety Certificate,
522,AL NOOR HOSPITAL,PCB Certificate,
523,SWASTIK ENT CARE AND HEARING AID CENTRE,Floor Plans,
523,SWASTIK ENT CARE AND HEARING AID CENTRE,Front View Photograph,
523,SWASTIK ENT CARE AND HEARING AID CENTRE,Occupancy Certificate,
523,SWASTIK ENT CARE AND HEARING AID CENTRE,Fire Safety Certificate,15/03/2022
523,SWASTIK ENT CARE AND HEARING AID CENTRE,PCB Certificate,24/10/2021
524,NAYAK CLINIC,Front View Photograph,
524,NAYAK CLINIC,Floor Plans,
524,NAYAK CLINIC,Occupancy Certificate,
524,NAYAK CLINIC,PCB Certificate,
524,NAYAK CLINIC,Fire Safety Certificate,
525,SHREE BHAGYAVANTI CLINIC,Floor Plans,
525,SHREE BHAGYAVANTI CLINIC,Front View Photograph,
525,SHREE BHAGYAVANTI CLINIC,Occupancy Certificate,
525,SHREE BHAGYAVANTI CLINIC,PCB Certificate,
525,SHREE BHAGYAVANTI CLINIC,Fire Safety Certificate,
526,ST.ANNES HEALTH CENTRE,Floor Plans,
526,ST.ANNES HEALTH CENTRE,Front View Photograph,
526,ST.ANNES HEALTH CENTRE,Fire Safety Certificate,
526,ST.ANNES HEALTH CENTRE,Occupancy Certificate,
526,ST.ANNES HEALTH CENTRE,PCB Certificate,
528,Wipro Limited,Floor Plans,
528,Wipro Limited,Occupancy Certificate,
528,Wipro Limited,Front View Photograph,
528,Wipro Limited,Fire Safety Certificate,
528,Wipro Limited,PCB Certificate,
527,MRUTHYUNJAYA NURSING HOME,Floor Plans,
527,MRUTHYUNJAYA NURSING HOME,Front View Photograph,
527,MRUTHYUNJAYA NURSING HOME,Occupancy Certificate,
527,MRUTHYUNJAYA NURSING HOME,Fire Safety Certificate,
527,MRUTHYUNJAYA NURSING HOME,PCB Certificate,
529,Dr.Naiks dental care,Floor Plans,
529,Dr.Naiks dental care,Front View Photograph,
529,Dr.Naiks dental care,Occupancy Certificate,
529,Dr.Naiks dental care,Trade License,31/03/2021
529,Dr.Naiks dental care,PCB Certificate,
530,HEALTHY SMILES DENTAL HOME,Floor Plans,
530,HEALTHY SMILES DENTAL HOME,Front View Photograph,
530,HEALTHY SMILES DENTAL HOME,Occupancy Certificate,
530,HEALTHY SMILES DENTAL HOME,Fire Safety Certificate,17/06/2021
530,HEALTHY SMILES DENTAL HOME,PCB Certificate,
531,SRI BALAJI CLINIC,Floor Plans,
531,SRI BALAJI CLINIC,Front View Photograph,
531,SRI BALAJI CLINIC,Occupancy Certificate,
531,SRI BALAJI CLINIC,Fire Safety Certificate,
531,SRI BALAJI CLINIC,PCB Certificate,
532,UNIGENE DIAGNOSTIC CENTRE,Fire Safety Certificate,15/07/2026
532,UNIGENE DIAGNOSTIC CENTRE,Floor Plans,
532,UNIGENE DIAGNOSTIC CENTRE,Front View Photograph,
532,UNIGENE DIAGNOSTIC CENTRE,Occupancy Certificate,
532,UNIGENE DIAGNOSTIC CENTRE,PCB Certificate,15/07/2026
533,SASALU HEALTH CARE,Front View Photograph,
533,SASALU HEALTH CARE,Floor Plans,
533,SASALU HEALTH CARE,Occupancy Certificate,
533,SASALU HEALTH CARE,Fire Safety Certificate,06/07/2021
533,SASALU HEALTH CARE,PCB Certificate,31/12/2099
533,SASALU HEALTH CARE,Trade License,31/03/2021
534,SUVIDHA HOSPITAL,Floor Plans,
534,SUVIDHA HOSPITAL,Front View Photograph,
534,SUVIDHA HOSPITAL,Occupancy Certificate,
534,SUVIDHA HOSPITAL,Fire Safety Certificate,01/03/2026
534,SUVIDHA HOSPITAL,PCB Certificate,01/03/2026
535,NagamangalaDiagnostic Centre,Floor Plans,
535,NagamangalaDiagnostic Centre,Front View Photograph,
535,NagamangalaDiagnostic Centre,Occupancy Certificate,
535,NagamangalaDiagnostic Centre,Fire Safety Certificate,
535,NagamangalaDiagnostic Centre,PCB Certificate,
536,CHANDRAKALA HOSPITAL AND INSTITUTE OF MEDICAL RESEARCH,PCB Certificate,
536,CHANDRAKALA HOSPITAL AND INSTITUTE OF MEDICAL RESEARCH,Occupancy Certificate,
536,CHANDRAKALA HOSPITAL AND INSTITUTE OF MEDICAL RESEARCH,Front View Photograph,
536,CHANDRAKALA HOSPITAL AND INSTITUTE OF MEDICAL RESEARCH,Floor Plans,
536,CHANDRAKALA HOSPITAL AND INSTITUTE OF MEDICAL RESEARCH,Fire Safety Certificate,
537,CITY SPECIALITY DENTAL CLINIC,Floor Plans,
537,CITY SPECIALITY DENTAL CLINIC,Front View Photograph,
537,CITY SPECIALITY DENTAL CLINIC,Occupancy Certificate,
537,CITY SPECIALITY DENTAL CLINIC,Fire Safety Certificate,
537,CITY SPECIALITY DENTAL CLINIC,PCB Certificate,
537,CITY SPECIALITY DENTAL CLINIC,Trade License,
538,LIFE CARE LABORATORY,Front View Photograph,
538,LIFE CARE LABORATORY,Occupancy Certificate,
538,LIFE CARE LABORATORY,PCB Certificate,
538,LIFE CARE LABORATORY,Floor Plans,
538,LIFE CARE LABORATORY,Fire Safety Certificate,
539,VIJAYA CLINIC,Floor Plans,
539,VIJAYA CLINIC,Front View Photograph,
539,VIJAYA CLINIC,Occupancy Certificate,
539,VIJAYA CLINIC,Fire Safety Certificate,
539,VIJAYA CLINIC,PCB Certificate,
540,SWASTHYA CLINIC,Floor Plans,
540,SWASTHYA CLINIC,Front View Photograph,
540,SWASTHYA CLINIC,Occupancy Certificate,
540,SWASTHYA CLINIC,Fire Safety Certificate,20/07/2022
540,SWASTHYA CLINIC,PCB Certificate,
541,CAMPBELL HEALTH CARE,Floor Plans,
541,CAMPBELL HEALTH CARE,Front View Photograph,
541,CAMPBELL HEALTH CARE,Occupancy Certificate,
541,CAMPBELL HEALTH CARE,Fire Safety Certificate,
541,CAMPBELL HEALTH CARE,PCB Certificate,
541,CAMPBELL HEALTH CARE,Trade License,
542,Smile Care Clinic,Floor Plans,
542,Smile Care Clinic,Front View Photograph,
542,Smile Care Clinic,Occupancy Certificate,
